,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,20.73,50.2,2.07,9.93,34.73,53.86,33.77,68.3,59.5,0.5919,19.41,48.16,1.32,8.75,32.31,37.03,32.75,53.12,25.21,0.5151
split 1,30.19,49.78,14.84,25.94,36.83,39.49,35.71,43.48,39.28,0.5919,25.92,38.76,8.14,30.87,30.45,33.25,29.59,39.06,31.1,0.5053
split 2,22.24,50.44,0.0,16.29,35.27,28.54,34.19,0.0,51.44,0.5881,17.77,49.11,0.0,4.2,32.02,15.5,33.29,0.0,13.2,0.5102
split 3,31.59,48.64,13.95,32.17,37.1,40.11,35.91,46.05,38.37,0.587,24.27,46.13,0.0,26.68,32.14,20.89,34.07,0.0,28.6,0.5354
split 4,20.18,50.29,4.34,5.91,34.42,48.46,33.84,70.03,41.51,0.5868,17.66,48.73,2.07,2.17,32.36,31.91,32.79,13.22,49.72,0.5044
split 5,25.16,49.31,2.51,23.67,35.59,47.41,34.02,62.31,45.91,0.583,20.3,47.6,2.53,10.77,31.95,51.8,32.7,100.0,22.7,0.5401
mean,25.01,49.78,6.29,18.98,35.66,42.98,34.57,48.36,46.0,0.5881,20.89,46.42,2.34,13.91,31.87,31.73,32.53,34.23,28.42,0.5184
std,4.46,0.63,5.88,9.17,1.0,8.13,0.88,23.91,7.48,0.0031,3.15,3.55,2.76,10.95,0.65,11.65,1.4,35.33,11.07,0.0142
