,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.513,0.0,50.0,0.0,0.4352
split 1,0.0,50.0,0.0,0.5031,0.0,50.0,0.0,0.5954
split 2,0.0,50.0,0.0,0.5459,0.0,50.0,0.0,0.4469
split 3,0.0,50.0,0.0,0.536,0.0,50.0,0.0,0.4912
split 4,0.0,50.0,0.0,0.5159,0.0,50.0,0.0,0.5833
split 5,0.0,50.0,0.0,0.4996,0.0,50.0,0.0,0.5566
mean,0.0,50.0,0.0,0.5189,0.0,50.0,0.0,0.5181
std,0.0,0.0,0.0,0.0168,0.0,0.0,0.0,0.0637
