,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5487,0.0,50.0,0.0,0.5974
split 1,0.0,50.0,0.0,0.5511,0.0,50.0,0.0,0.5048
split 2,0.0,50.0,0.0,0.5522,0.0,50.0,0.0,0.5285
split 3,0.0,50.0,0.0,0.5504,0.0,50.0,0.0,0.5048
split 4,0.0,50.0,0.0,0.5516,0.0,50.0,0.0,0.5712
split 5,0.0,50.0,0.0,0.5303,0.0,50.0,0.0,0.5262
mean,0.0,50.0,0.0,0.5474,0.0,50.0,0.0,0.5388
std,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0343
