,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,28.4,48.16,1.61,35.43,36.45,39.37,35.08,42.91,40.11,0.5822,19.07,48.07,0.0,9.14,31.81,18.26,32.84,0.0,21.95,0.5336
split 1,32.93,49.94,12.38,36.48,38.97,43.32,36.54,49.05,44.38,0.5863,27.13,47.58,20.19,13.63,33.17,32.7,34.61,42.83,20.66,0.5186
split 2,23.96,49.91,0.41,21.57,35.14,43.0,34.46,54.78,39.77,0.5741,20.98,49.62,0.0,13.32,34.02,23.91,33.71,0.0,38.01,0.5227
split 3,26.12,50.8,14.81,12.74,36.75,49.16,34.73,58.72,54.02,0.5799,20.46,49.81,4.91,6.65,34.19,42.83,33.58,42.17,52.74,0.5389
split 4,30.31,50.39,4.17,36.36,38.45,47.04,36.29,60.45,44.37,0.5844,25.26,44.24,0.0,31.54,32.68,21.8,32.94,0.0,32.45,0.4964
split 5,38.08,47.04,25.91,41.29,40.23,41.8,37.92,45.54,41.94,0.5932,28.66,31.55,19.53,34.91,30.01,30.27,30.74,30.84,29.23,0.5059
mean,29.97,49.37,9.88,30.64,37.67,43.95,35.84,51.91,44.1,0.5834,23.59,45.15,7.44,18.2,32.64,28.29,33.07,19.31,32.51,0.5194
std,4.62,1.33,8.93,10.05,1.71,3.25,1.21,6.55,4.79,0.0058,3.61,6.35,8.95,10.94,1.42,8.13,1.19,19.7,10.82,0.0147
