,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5026,0.0,50.0,0.0,0.4989
split 1,0.0,50.0,0.0,0.4801,0.0,50.0,0.0,0.4867
split 2,0.0,50.0,0.0,0.4851,0.0,50.0,0.0,0.472
split 3,0.0,50.0,0.0,0.4945,0.0,50.0,0.0,0.501
split 4,0.0,50.0,0.0,0.5011,0.0,50.0,0.0,0.4563
split 5,0.0,50.0,0.0,0.4856,0.0,50.0,0.0,0.5594
mean,0.0,50.0,0.0,0.4915,0.0,50.0,0.0,0.4957
std,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0324
