,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4639,0.0,50.0,0.0,0.484
split 1,0.0,50.0,0.0,0.5176,0.0,50.0,0.0,0.5899
split 2,0.0,50.0,0.0,0.5367,0.0,50.0,0.0,0.4993
split 3,0.0,50.0,0.0,0.462,0.0,50.0,0.0,0.4987
split 4,0.0,50.0,0.0,0.4729,0.0,50.0,0.0,0.4494
split 5,0.0,50.0,0.0,0.5236,0.0,50.0,0.0,0.5769
mean,0.0,50.0,0.0,0.4961,0.0,50.0,0.0,0.5164
std,0.0,0.0,0.0,0.0306,0.0,0.0,0.0,0.0503
