,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5065,0.0,50.0,0.0,0.4896
split 1,0.0,50.0,0.0,0.4796,0.0,50.0,0.0,0.527
split 2,0.0,50.0,0.0,0.5405,0.0,50.0,0.0,0.4124
split 3,0.0,50.0,0.0,0.4623,0.0,50.0,0.0,0.4837
split 4,0.0,50.0,0.0,0.4825,0.0,50.0,0.0,0.4449
split 5,0.0,50.0,0.0,0.4846,0.0,50.0,0.0,0.4815
mean,0.0,50.0,0.0,0.4927,0.0,50.0,0.0,0.4732
std,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0362
