,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.4891
split 1,0.0,50.0,0.0,0.5006,0.0,50.0,0.0,0.4747
split 2,0.0,50.0,0.0,0.501,0.0,50.0,0.0,0.492
split 3,0.0,50.0,0.0,0.4976,0.0,50.0,0.0,0.4865
split 4,0.0,50.0,0.0,0.4962,0.0,50.0,0.0,0.5285
split 5,0.0,50.0,0.0,0.4917,0.0,50.0,0.0,0.5448
mean,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.5026
std,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0251
