,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.71,49.68,0.0,21.46,34.99,24.87,34.25,0.0,40.36,0.5772,22.57,49.24,0.0,18.46,34.46,25.21,33.68,0.0,41.95,0.5545
split 1,27.31,49.57,0.0,32.37,36.73,26.12,35.1,0.0,43.27,0.5812,19.62,47.32,0.0,11.53,31.32,18.13,32.62,0.0,21.78,0.5326
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5848,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5418
split 3,27.3,50.1,0.0,31.8,36.89,26.03,35.46,0.0,42.63,0.5843,16.7,50.1,0.0,0.0,33.33,11.14,33.43,0.0,0.0,0.5449
split 4,27.23,49.34,0.0,32.35,36.4,25.22,35.25,0.0,40.42,0.5828,20.35,49.0,0.0,12.05,33.26,21.89,33.34,0.0,32.32,0.5523
split 5,17.0,50.0,0.0,0.99,33.4,25.37,33.37,0.0,42.76,0.5837,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5208
mean,23.2,49.78,0.0,19.83,35.29,23.12,34.46,0.0,34.91,0.5823,18.76,49.28,0.0,7.01,33.17,16.43,33.29,0.0,16.01,0.5412
std,4.68,0.27,0.0,14.19,1.49,5.39,0.87,0.0,15.65,0.0026,2.26,0.97,0.0,7.35,0.93,5.69,0.32,0.0,17.03,0.0116
