,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5934,0.0,50.0,0.0,0.4949
split 1,0.0,50.0,0.0,0.5682,0.0,50.0,0.0,0.4321
split 2,0.0,50.0,0.0,0.5565,0.0,50.0,0.0,0.5598
split 3,0.0,50.0,0.0,0.5964,0.0,50.0,0.0,0.578
split 4,0.0,50.0,0.0,0.5502,0.0,50.0,0.0,0.5327
split 5,0.0,50.0,0.0,0.5928,0.0,50.0,0.0,0.549
mean,0.0,50.0,0.0,0.5763,0.0,50.0,0.0,0.5244
std,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.0486
