,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6074,0.0,50.0,0.0,0.4788
split 1,0.0,50.0,0.0,0.5894,0.0,50.0,0.0,0.5985
split 2,0.0,50.0,0.0,0.6031,0.0,50.0,0.0,0.4903
split 3,0.0,50.0,0.0,0.579,0.0,50.0,0.0,0.518
split 4,0.0,50.0,0.0,0.5867,0.0,50.0,0.0,0.5001
split 5,0.0,50.0,0.0,0.5997,0.0,50.0,0.0,0.4814
mean,0.0,50.0,0.0,0.5942,0.0,50.0,0.0,0.5112
std,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0412
