,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4788,0.0,50.0,0.0,0.5234
split 1,0.0,50.0,0.0,0.4732,0.0,50.0,0.0,0.476
split 2,0.0,50.0,0.0,0.4973,0.0,50.0,0.0,0.4672
split 3,0.0,50.0,0.0,0.4764,0.0,50.0,0.0,0.5196
split 4,0.0,50.0,0.0,0.5,0.0,50.0,0.0,0.5446
split 5,0.0,50.0,0.0,0.5046,0.0,50.0,0.0,0.5525
mean,0.0,50.0,0.0,0.4884,0.0,50.0,0.0,0.5139
std,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.032
