,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.08,50.59,36.48,36.17,42.88,44.87,39.68,46.43,48.51,0.6268,31.56,42.23,27.59,24.85,33.84,34.81,32.52,36.37,35.53,0.5356
split 1,40.89,48.97,36.25,37.46,42.46,45.16,38.26,47.31,49.9,0.6277,29.83,36.38,30.15,22.95,30.69,30.67,30.38,34.0,27.61,0.518
split 2,42.16,51.01,39.96,35.52,44.01,47.12,39.49,52.28,49.6,0.6373,28.12,40.56,19.89,23.89,30.25,29.13,32.47,27.37,27.56,0.4912
split 3,43.4,50.27,40.53,39.42,44.62,47.25,39.84,52.15,49.77,0.6435,27.61,41.76,17.59,23.49,30.67,29.53,32.1,24.63,31.86,0.4946
split 4,38.57,49.25,34.68,31.76,41.25,45.56,36.96,49.17,50.55,0.623,27.34,44.72,16.78,20.51,32.5,32.37,32.58,29.27,35.26,0.5418
split 5,40.86,49.25,36.58,36.74,42.48,45.0,38.51,48.85,47.64,0.6297,32.05,34.65,24.88,36.62,33.03,37.28,27.3,45.6,38.93,0.5053
mean,41.16,49.89,37.41,36.18,42.95,45.83,38.79,49.36,49.33,0.6313,29.42,40.05,22.81,25.39,31.83,32.3,31.22,32.87,32.79,0.5144
std,1.47,0.77,2.1,2.32,1.1,0.99,1.01,2.21,0.97,0.0069,1.87,3.47,5.05,5.2,1.36,2.93,1.91,6.91,4.21,0.0193
