,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.68,50.79,35.45,38.81,43.2,44.39,40.79,46.69,45.68,0.6344,32.37,41.84,18.14,37.15,35.1,36.18,33.0,37.39,38.16,0.5408
split 1,38.17,51.03,29.37,34.1,41.67,46.18,37.8,50.3,50.43,0.6256,25.55,47.36,16.6,12.71,31.52,27.25,35.02,24.68,22.04,0.5282
split 2,40.56,49.72,30.66,41.3,42.76,46.21,38.51,52.53,47.61,0.6341,27.79,45.82,18.0,19.55,33.4,35.05,33.14,42.3,29.71,0.539
split 3,38.16,50.73,34.57,29.18,41.57,46.11,37.6,51.42,49.32,0.6282,29.68,47.01,16.63,25.42,34.04,32.65,35.27,25.67,37.01,0.5347
split 4,37.85,52.58,25.1,35.87,42.18,46.91,38.75,53.2,48.79,0.6362,23.42,49.72,2.28,18.25,34.58,31.91,34.25,21.54,39.95,0.4861
split 5,38.45,51.07,29.06,35.23,41.71,45.57,38.35,52.62,45.74,0.6249,31.52,43.17,18.0,33.37,33.88,32.7,34.69,27.37,36.03,0.5211
mean,39.15,50.99,30.7,35.75,42.18,45.9,38.63,51.13,47.93,0.6306,28.39,45.82,14.94,24.41,33.75,32.62,34.23,29.83,33.82,0.525
std,1.45,0.84,3.5,3.79,0.61,0.78,1.04,2.2,1.77,0.0045,3.17,2.64,5.7,8.58,1.13,2.83,0.88,7.43,6.15,0.0186
