,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6322,0.0,50.0,0.0,0.5076
split 1,0.0,50.0,0.0,0.6099,0.0,50.0,0.0,0.5594
split 2,0.0,50.0,0.0,0.6261,0.0,50.0,0.0,0.4905
split 3,0.0,50.0,0.0,0.6124,0.0,50.0,0.0,0.5204
split 4,0.0,50.0,0.0,0.594,0.0,50.0,0.0,0.5171
split 5,0.0,50.0,0.0,0.6152,0.0,50.0,0.0,0.4702
mean,0.0,50.0,0.0,0.6149,0.0,50.0,0.0,0.5109
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0276
