,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.97,49.16,35.36,8.37,37.99,44.79,35.44,44.8,54.12,0.5921,27.25,43.21,32.48,6.06,33.09,32.62,31.96,36.57,29.34,0.5246
split 1,17.9,50.19,3.52,0.0,33.76,29.88,33.56,56.06,0.0,0.5836,16.49,49.46,0.0,0.0,32.68,11.02,33.07,0.0,0.0,0.4506
split 2,28.16,50.09,29.41,4.98,37.05,43.71,35.23,44.73,51.18,0.5847,25.08,46.79,24.94,3.53,33.48,31.43,33.13,36.36,24.79,0.5172
split 3,22.46,49.77,8.62,9.0,34.54,39.8,33.87,39.66,45.87,0.5802,23.51,48.46,14.49,7.58,33.52,32.73,33.56,36.75,27.88,0.5364
split 4,19.08,49.93,4.87,2.42,33.83,40.68,33.54,42.28,46.22,0.5817,17.37,50.01,2.11,0.0,33.34,19.58,33.46,25.27,0.0,0.4967
split 5,23.69,50.57,15.53,4.96,35.57,43.31,34.48,47.24,48.2,0.5796,20.71,46.01,16.13,0.0,31.86,24.37,31.46,41.65,0.0,0.548
mean,23.71,49.95,16.22,4.95,35.46,40.36,34.35,45.79,40.93,0.5836,21.74,47.32,15.02,2.86,33.0,25.29,32.78,29.43,13.67,0.5123
std,4.64,0.43,12.17,3.14,1.6,5.0,0.76,5.16,18.53,0.0042,3.92,2.31,11.53,3.1,0.58,8.0,0.78,14.06,13.73,0.0318
