,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5992,0.0,50.0,0.0,0.4825
split 1,0.0,50.0,0.0,0.5766,0.0,50.0,0.0,0.5587
split 2,0.0,50.0,0.0,0.5771,0.0,50.0,0.0,0.5417
split 3,0.0,50.0,0.0,0.571,0.0,50.0,0.0,0.5271
split 4,0.0,50.0,0.0,0.5859,0.0,50.0,0.0,0.4125
split 5,0.0,50.0,0.0,0.6004,0.0,50.0,0.0,0.4464
mean,0.0,50.0,0.0,0.585,0.0,50.0,0.0,0.4948
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0526
