,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,23.17,50.54,1.6,17.37,35.66,56.54,34.33,83.63,51.65,0.6002,19.03,49.05,0.0,8.05,33.1,22.14,33.09,0.0,33.31,0.5378
split 1,19.76,50.36,0.0,8.91,34.5,30.92,33.81,0.0,58.94,0.5942,17.19,48.03,0.0,3.53,31.67,16.68,32.36,0.0,17.68,0.5381
split 2,19.64,50.06,6.81,2.04,34.26,50.38,33.6,58.21,59.33,0.6021,17.9,49.95,3.76,0.0,33.44,22.67,33.48,34.53,0.0,0.5247
split 3,24.65,50.5,2.61,20.85,36.26,52.13,34.45,67.27,54.67,0.6025,22.34,47.64,0.0,19.38,32.3,21.2,33.47,0.0,30.12,0.5231
split 4,19.68,50.27,0.0,8.76,34.48,32.96,33.72,0.0,65.15,0.5943,16.72,50.15,0.0,0.0,33.33,11.15,33.46,0.0,0.0,0.5579
split 5,23.2,50.98,4.96,13.66,35.8,45.34,34.57,41.39,60.06,0.6023,19.23,49.07,2.39,6.24,33.05,31.23,33.14,27.93,32.6,0.5245
mean,21.68,50.45,2.66,11.93,35.16,44.71,34.08,41.75,58.3,0.5993,18.73,48.98,1.03,6.2,32.82,20.84,33.17,10.41,18.95,0.5344
std,2.05,0.28,2.51,6.18,0.77,9.63,0.38,32.05,4.26,0.0036,1.85,0.91,1.5,6.6,0.63,6.11,0.39,14.85,14.36,0.0122
