,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,44.31,50.77,36.93,45.24,45.36,46.67,42.53,51.2,46.3,0.6435,32.87,41.09,30.22,27.31,33.99,33.98,33.95,34.64,33.35,0.4846
split 1,41.39,48.61,31.46,44.1,42.88,44.28,40.06,47.98,44.81,0.6194,29.64,43.21,8.1,37.63,35.01,42.92,33.16,59.0,36.6,0.5738
split 2,42.26,47.14,35.58,44.08,43.01,43.81,40.75,47.05,43.64,0.631,29.3,27.84,19.03,41.03,31.33,30.29,29.82,27.72,33.33,0.5074
split 3,39.94,48.93,27.45,43.43,42.04,43.4,39.56,46.25,44.38,0.6263,29.97,27.89,20.3,41.72,32.18,31.66,30.48,31.19,33.31,0.51
split 4,40.62,47.7,30.27,43.88,42.25,44.2,39.06,49.46,44.07,0.6198,34.17,44.78,40.67,17.07,36.67,34.81,38.8,37.19,28.43,0.5482
split 5,42.9,49.3,34.33,45.07,43.91,44.48,42.66,46.86,43.93,0.6326,30.74,40.62,22.52,29.07,32.69,33.05,31.98,33.07,34.11,0.4867
mean,41.9,48.74,32.67,44.3,43.24,44.48,40.77,48.13,44.52,0.6288,31.12,37.57,23.47,32.3,33.64,34.45,33.03,37.14,33.19,0.5185
std,1.46,1.16,3.26,0.65,1.12,1.04,1.39,1.71,0.87,0.0083,1.8,7.0,10.07,8.76,1.81,4.06,2.94,10.2,2.42,0.0324
