,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.91,50.25,39.81,32.69,42.71,44.36,39.79,46.28,47.02,0.6334,31.87,42.91,17.51,35.19,34.82,35.59,34.05,37.38,35.35,0.5458
split 1,39.23,50.79,34.75,32.14,41.7,43.6,39.13,45.71,45.96,0.6298,30.08,35.99,27.47,26.79,30.56,30.36,31.6,29.91,29.57,0.4943
split 2,40.43,49.2,39.8,32.31,42.39,45.76,38.23,46.32,52.74,0.6386,29.02,47.49,28.76,10.81,34.95,35.76,35.07,33.86,38.36,0.5238
split 3,41.34,51.28,39.96,32.78,43.52,46.28,39.64,49.59,49.62,0.6386,28.39,47.13,10.94,27.08,35.07,40.07,33.82,49.41,36.97,0.5301
split 4,39.58,50.53,32.93,35.28,41.71,43.2,39.44,42.89,47.28,0.6288,28.73,35.59,19.23,31.38,30.28,31.55,30.71,35.73,28.2,0.5246
split 5,41.47,51.06,39.04,34.33,43.57,46.79,39.3,50.14,50.93,0.6342,31.31,38.73,46.03,9.16,34.8,30.6,39.18,37.52,15.09,0.5057
mean,40.49,50.52,37.71,33.25,42.6,45.0,39.25,46.82,48.92,0.6339,29.9,41.31,24.99,23.4,33.41,33.99,34.07,37.3,30.59,0.5207
std,0.85,0.68,2.8,1.15,0.76,1.35,0.51,2.45,2.38,0.0038,1.31,4.87,11.18,9.91,2.12,3.5,2.73,5.99,7.86,0.0167
