,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4921,0.0,50.0,0.0,0.4829
split 1,0.0,50.0,0.0,0.5046,0.0,50.0,0.0,0.5729
split 2,0.0,50.0,0.0,0.4882,0.0,50.0,0.0,0.4904
split 3,0.0,50.0,0.0,0.5063,0.0,50.0,0.0,0.4997
split 4,0.0,50.0,0.0,0.5133,0.0,50.0,0.0,0.4906
split 5,0.0,50.0,0.0,0.5097,0.0,50.0,0.0,0.5315
mean,0.0,50.0,0.0,0.5024,0.0,50.0,0.0,0.5113
std,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0316
