,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5515,0.0,50.0,0.0,0.4779
split 1,0.0,50.0,0.0,0.5401,0.0,50.0,0.0,0.4533
split 2,0.0,50.0,0.0,0.5558,0.0,50.0,0.0,0.453
split 3,0.0,50.0,0.0,0.5656,0.0,50.0,0.0,0.4507
split 4,0.0,50.0,0.0,0.5453,0.0,50.0,0.0,0.4729
split 5,0.0,50.0,0.0,0.5336,0.0,50.0,0.0,0.5021
mean,0.0,50.0,0.0,0.5486,0.0,50.0,0.0,0.4683
std,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0184
