,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5379,0.0,50.0,0.0,0.4893
split 1,0.0,50.0,0.0,0.5549,0.0,50.0,0.0,0.5157
split 2,0.0,50.0,0.0,0.5441,0.0,50.0,0.0,0.4808
split 3,0.0,50.0,0.0,0.6042,0.0,50.0,0.0,0.4609
split 4,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.4938
split 5,0.0,50.0,0.0,0.558,0.0,50.0,0.0,0.5233
mean,0.0,50.0,0.0,0.5544,0.0,50.0,0.0,0.494
std,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0209
