,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6019,0.0,50.0,0.0,0.5059
split 1,0.0,50.0,0.0,0.5877,0.0,50.0,0.0,0.3908
split 2,0.0,50.0,0.0,0.5934,0.0,50.0,0.0,0.5037
split 3,0.0,50.0,0.0,0.5807,0.0,50.0,0.0,0.5297
split 4,0.0,50.0,0.0,0.5866,0.0,50.0,0.0,0.4608
split 5,0.0,50.0,0.0,0.5819,0.0,50.0,0.0,0.4784
mean,0.0,50.0,0.0,0.5887,0.0,50.0,0.0,0.4782
std,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0448
