,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,27.31,50.73,2.52,28.66,37.38,51.63,35.22,70.1,49.58,0.6147,21.19,50.23,2.54,10.8,34.53,38.63,34.0,36.78,45.12,0.5541
split 1,28.05,50.78,3.42,29.94,37.67,48.51,35.41,60.82,49.3,0.611,23.65,40.46,0.0,30.49,30.36,20.22,30.44,0.0,30.22,0.5143
split 2,30.42,51.3,6.98,32.98,38.89,46.18,36.08,50.61,51.84,0.6151,18.93,47.64,0.0,9.14,31.61,18.54,32.51,0.0,23.1,0.5568
split 3,34.67,50.22,20.47,33.33,39.69,45.0,36.46,50.74,47.8,0.6158,31.98,48.96,25.22,21.78,36.75,38.29,36.08,35.2,43.58,0.5771
split 4,29.86,50.63,4.64,34.3,38.36,45.14,35.88,51.65,47.89,0.6146,22.93,47.86,0.0,20.93,33.25,21.91,33.42,0.0,32.32,0.5553
split 5,30.15,49.86,4.98,35.62,38.16,46.27,35.68,57.27,45.85,0.6137,24.85,46.02,6.61,21.93,32.19,30.92,33.15,30.66,28.94,0.5372
mean,30.08,50.59,7.17,32.47,38.36,47.12,35.79,56.86,48.71,0.6142,23.92,46.86,5.73,19.18,33.12,28.09,33.27,17.11,33.88,0.5491
std,2.35,0.45,6.11,2.42,0.77,2.32,0.41,7.01,1.85,0.0015,4.07,3.14,9.03,7.26,2.08,8.31,1.69,17.2,7.93,0.0194
