,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.32,49.99,32.75,26.21,40.26,44.96,36.76,47.64,50.48,0.614,25.66,47.9,16.32,12.75,34.29,37.64,33.35,38.58,40.97,0.5275
split 1,29.58,50.57,24.9,13.27,37.78,45.88,35.27,51.6,50.76,0.601,27.11,44.99,29.96,6.38,33.95,36.02,32.21,40.63,35.21,0.5246
split 2,32.25,51.02,23.97,21.76,38.96,46.35,36.01,53.69,49.36,0.5995,25.93,48.99,15.04,13.78,35.11,41.94,33.94,58.33,33.55,0.5748
split 3,29.8,50.59,21.75,17.05,37.78,45.92,35.29,51.09,51.39,0.6053,27.66,47.16,25.87,9.95,34.43,37.45,34.04,33.77,44.55,0.5219
split 4,31.49,51.1,28.3,15.06,38.72,45.73,36.11,48.2,52.89,0.6054,28.89,45.38,26.54,14.75,33.82,33.92,33.26,38.49,30.0,0.5279
split 5,27.2,50.62,19.71,11.27,36.82,45.12,34.94,50.0,50.43,0.6041,25.47,47.15,27.25,2.02,34.13,29.81,33.13,44.9,11.4,0.5078
mean,31.11,50.65,25.23,17.44,38.39,45.66,35.73,50.37,50.88,0.6049,26.79,46.93,23.5,9.94,34.29,36.13,33.32,42.45,32.61,0.5307
std,2.83,0.36,4.29,5.11,1.09,0.48,0.62,2.06,1.08,0.0046,1.23,1.38,5.68,4.49,0.42,3.71,0.6,7.83,10.62,0.0208
