,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6109,0.0,50.0,0.0,0.5292
split 1,1.08,50.27,100.0,0.5969,0.0,49.31,0.0,0.5328
split 2,0.0,50.0,0.0,0.6148,0.0,50.0,0.0,0.5224
split 3,0.0,50.0,0.0,0.6183,0.0,50.0,0.0,0.5266
split 4,0.0,50.0,0.0,0.5987,0.0,50.0,0.0,0.5724
split 5,0.0,50.0,0.0,0.5979,0.0,50.0,0.0,0.5089
mean,0.18,50.05,16.67,0.6063,0.0,49.89,0.0,0.5321
std,0.4,0.1,37.27,0.0087,0.0,0.26,0.0,0.0196
