,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6015,0.0,50.0,0.0,0.4631
split 1,0.0,50.0,0.0,0.6017,0.0,50.0,0.0,0.4555
split 2,0.0,50.0,0.0,0.6124,0.0,50.0,0.0,0.4708
split 3,0.0,50.0,0.0,0.6218,0.0,50.0,0.0,0.4332
split 4,0.0,50.0,0.0,0.5735,0.0,50.0,0.0,0.576
split 5,0.0,50.0,0.0,0.5886,0.0,50.0,0.0,0.5352
mean,0.0,50.0,0.0,0.5999,0.0,50.0,0.0,0.489
std,0.0,0.0,0.0,0.0157,0.0,0.0,0.0,0.0499
