,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4811,0.0,50.0,0.0,0.5362
split 1,0.0,50.0,0.0,0.4792,0.0,50.0,0.0,0.5488
split 2,0.0,50.0,0.0,0.4913,0.0,50.0,0.0,0.5687
split 3,0.0,50.0,0.0,0.5082,0.0,50.0,0.0,0.5177
split 4,0.0,50.0,0.0,0.493,0.0,50.0,0.0,0.4902
split 5,0.0,50.0,0.0,0.5012,0.0,50.0,0.0,0.429
mean,0.0,50.0,0.0,0.4923,0.0,50.0,0.0,0.5151
std,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0456
