,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5998,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5449
split 1,16.89,49.99,0.0,0.67,33.4,35.08,33.34,0.0,71.9,0.593,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5545
split 2,16.94,49.99,0.0,0.83,33.42,35.47,33.35,0.0,73.05,0.6022,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5292
split 3,17.19,50.06,0.0,1.51,33.54,34.13,33.41,0.0,68.97,0.5958,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5509
split 4,16.9,49.99,0.36,0.36,33.41,63.18,33.34,100.0,56.21,0.5898,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5558
split 5,16.91,50.01,0.72,0.0,33.41,28.91,33.36,53.37,0.0,0.5889,16.68,50.03,0.0,0.0,33.06,11.15,33.46,0.0,0.0,0.579
mean,16.92,50.01,0.18,0.56,33.42,34.65,33.36,25.56,45.02,0.5949,16.67,50.01,0.0,0.0,33.29,11.12,33.35,0.0,0.0,0.5524
std,0.15,0.03,0.28,0.53,0.06,15.29,0.02,38.57,32.3,0.0049,0.0,0.01,0.0,0.0,0.1,0.02,0.05,0.0,0.0,0.0148
