,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4845,0.0,50.0,0.0,0.5358
split 1,0.0,50.0,0.0,0.5078,0.0,50.0,0.0,0.5248
split 2,0.0,50.0,0.0,0.4863,0.0,50.0,0.0,0.5239
split 3,0.0,50.0,0.0,0.5065,0.0,50.0,0.0,0.5218
split 4,0.0,50.0,0.0,0.5146,0.0,50.0,0.0,0.3626
split 5,0.0,50.0,0.0,0.5057,0.0,50.0,0.0,0.4734
mean,0.0,50.0,0.0,0.5009,0.0,50.0,0.0,0.4904
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0605
