,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.99,47.81,38.77,45.38,44.55,45.78,40.44,48.97,47.93,0.635,30.35,28.12,41.33,21.59,32.77,33.39,33.79,31.96,34.43,0.4864
split 1,41.49,48.61,34.01,41.84,42.64,43.68,40.05,46.02,44.96,0.6246,31.68,28.37,21.81,44.85,33.36,31.92,30.06,28.0,37.7,0.5104
split 2,39.67,50.67,26.26,42.07,42.79,47.56,38.69,56.71,47.27,0.6307,28.97,45.52,1.26,40.12,35.97,30.26,35.02,17.57,38.18,0.5277
split 3,43.24,50.56,33.83,45.34,44.73,46.63,40.88,50.44,48.57,0.6366,26.93,41.13,27.19,12.48,31.02,31.71,31.18,29.81,34.15,0.5031
split 4,44.88,50.99,37.1,46.56,45.92,47.26,42.25,50.13,49.41,0.6413,25.32,42.68,27.05,6.22,29.77,25.1,32.87,30.52,11.9,0.4455
split 5,43.31,47.35,37.02,45.57,43.92,44.61,41.35,47.33,45.16,0.628,26.37,28.47,14.84,35.79,27.99,26.72,27.08,22.35,30.72,0.4921
mean,42.76,49.33,34.5,44.46,44.09,45.92,40.61,49.93,47.22,0.6327,28.27,35.72,22.25,26.84,31.81,29.85,31.67,26.7,31.18,0.4942
std,1.72,1.46,4.08,1.82,1.14,1.4,1.1,3.4,1.66,0.0056,2.26,7.51,12.3,14.37,2.58,2.97,2.62,5.1,8.97,0.0255
