,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5451,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4954
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5297,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5718
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5291,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.547
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5413,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5047
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5469,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4378
split 5,25.98,47.23,30.72,0.0,34.43,23.04,34.29,34.83,0.0,0.5329,24.47,45.24,28.18,0.0,32.79,22.02,32.57,33.48,0.0,0.5491
mean,18.22,49.54,5.12,0.0,33.52,13.1,33.49,5.8,0.0,0.5375,17.97,49.21,4.7,0.0,33.24,12.93,33.21,5.58,0.0,0.5176
std,3.47,1.03,11.45,0.0,0.41,4.45,0.36,12.98,0.0,0.0072,2.91,1.78,10.5,0.0,0.2,4.06,0.29,12.48,0.0,0.0444
