,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4919,0.0,50.0,0.0,0.4678
split 1,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.5069
split 2,0.0,50.0,0.0,0.4758,0.0,50.0,0.0,0.5213
split 3,0.0,50.0,0.0,0.4784,0.0,50.0,0.0,0.5149
split 4,0.0,50.0,0.0,0.4921,0.0,50.0,0.0,0.4343
split 5,0.0,50.0,0.0,0.5094,0.0,50.0,0.0,0.5478
mean,0.0,50.0,0.0,0.4938,0.0,50.0,0.0,0.4988
std,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,0.0373
