,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.11,50.18,1.17,0.0,33.53,27.48,33.49,48.94,0.0,0.5818,17.12,50.08,0.0,1.27,33.55,44.47,33.4,0.0,100.0,0.5388
split 1,17.26,50.11,0.66,1.0,33.52,39.55,33.46,39.72,45.46,0.5807,17.2,48.35,3.27,0.0,32.08,17.23,32.49,19.2,0.0,0.5532
split 2,17.41,49.92,0.0,2.32,33.46,26.36,33.35,0.0,45.73,0.5868,17.17,50.09,0.0,1.43,33.57,44.47,33.41,0.0,100.0,0.534
split 3,16.8,50.02,0.37,0.0,33.4,44.45,33.35,100.0,0.0,0.5842,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.525
split 4,17.53,50.14,1.38,1.07,33.65,47.95,33.49,56.36,53.99,0.584,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5168
split 5,17.01,49.98,0.0,1.05,33.41,28.84,33.35,0.0,53.18,0.5802,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5646
mean,17.19,50.06,0.6,0.91,33.5,35.77,33.42,40.84,33.06,0.583,16.92,49.75,0.54,0.45,33.2,23.25,33.22,3.2,33.33,0.5387
std,0.24,0.09,0.53,0.78,0.09,8.59,0.06,34.5,23.6,0.0023,0.25,0.63,1.22,0.64,0.51,15.16,0.33,7.15,47.14,0.0162
