,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5252,0.0,50.0,0.0,0.4799
split 1,0.0,50.0,0.0,0.4945,0.0,50.0,0.0,0.4979
split 2,0.0,50.0,0.0,0.5118,0.0,50.0,0.0,0.5114
split 3,0.0,50.0,0.0,0.5529,0.0,50.0,0.0,0.4492
split 4,0.0,50.0,0.0,0.5356,0.0,50.0,0.0,0.4213
split 5,0.0,50.0,0.0,0.5141,0.0,50.0,0.0,0.5318
mean,0.0,50.0,0.0,0.5224,0.0,50.0,0.0,0.4819
std,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0373
