,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.591,0.0,50.0,0.0,0.4642
split 1,0.0,50.0,0.0,0.5927,0.0,50.0,0.0,0.4164
split 2,0.0,50.0,0.0,0.5841,0.0,50.0,0.0,0.4918
split 3,0.0,50.0,0.0,0.581,0.0,50.0,0.0,0.5029
split 4,0.0,50.0,0.0,0.564,0.0,50.0,0.0,0.5768
split 5,0.0,50.0,0.0,0.5969,0.0,50.0,0.0,0.4703
mean,0.0,50.0,0.0,0.5849,0.0,50.0,0.0,0.4871
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0485
