,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5402,0.0,50.0,0.0,0.5121
split 1,0.0,50.0,0.0,0.5351,0.0,50.0,0.0,0.5212
split 2,0.0,50.0,0.0,0.5288,0.0,50.0,0.0,0.5474
split 3,0.0,50.0,0.0,0.5858,0.0,50.0,0.0,0.4794
split 4,0.0,50.0,0.0,0.5437,0.0,50.0,0.0,0.5269
split 5,0.0,50.0,0.0,0.5499,0.0,50.0,0.0,0.4715
mean,0.0,50.0,0.0,0.5472,0.0,50.0,0.0,0.5097
std,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0266
