,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4814,0.0,50.0,0.0,0.478
split 1,0.0,50.0,0.0,0.4824,0.0,50.0,0.0,0.4755
split 2,0.0,50.0,0.0,0.4809,0.0,50.0,0.0,0.4802
split 3,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.4811
split 4,0.0,50.0,0.0,0.5206,0.0,50.0,0.0,0.4952
split 5,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.3905
mean,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.4668
std,0.0,0.0,0.0,0.0193,0.0,0.0,0.0,0.0347
