,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.63,51.71,33.65,42.53,44.4,46.5,41.56,52.64,45.31,0.6434,26.55,45.9,9.96,23.81,33.21,33.92,32.99,35.22,33.54,0.5211
split 1,37.03,49.6,23.0,38.49,40.47,44.24,38.25,53.37,41.09,0.6225,27.6,19.26,24.27,39.28,29.55,30.15,21.48,37.88,31.08,0.4707
split 2,39.29,51.81,23.96,42.09,42.63,45.51,40.76,52.87,42.9,0.6284,31.69,31.0,32.74,31.32,31.68,31.73,31.63,33.33,30.24,0.4698
split 3,40.43,50.89,32.91,37.48,42.72,46.14,39.34,55.13,43.95,0.626,32.44,37.75,33.22,26.36,33.43,35.02,31.22,33.41,40.44,0.4844
split 4,38.39,50.34,26.91,37.91,41.35,44.63,38.8,52.75,42.34,0.6197,31.62,46.04,18.08,30.74,35.35,36.62,35.33,41.01,33.52,0.5442
split 5,37.9,50.04,22.18,41.49,41.41,45.11,38.98,53.69,42.65,0.6263,24.68,45.52,11.91,16.61,31.87,30.7,32.35,28.88,30.86,0.4753
mean,39.28,50.73,27.1,40.0,42.16,45.35,39.61,53.41,43.04,0.6277,29.1,37.58,21.69,28.02,32.52,33.02,30.84,34.95,33.28,0.4943
std,1.84,0.82,4.61,2.08,1.27,0.8,1.16,0.85,1.32,0.0076,2.96,9.85,9.2,7.02,1.79,2.35,4.39,3.81,3.45,0.0283
