,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5383,0.0,50.0,0.0,0.4971
split 1,0.0,50.0,0.0,0.5327,0.0,50.0,0.0,0.5328
split 2,0.0,50.0,0.0,0.5384,0.0,50.0,0.0,0.5096
split 3,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.4859
split 4,0.0,50.0,0.0,0.5324,0.0,50.0,0.0,0.511
split 5,0.0,50.0,0.0,0.5101,0.0,50.0,0.0,0.5121
mean,0.0,50.0,0.0,0.5285,0.0,50.0,0.0,0.5081
std,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0144
