,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4855,0.0,50.0,0.0,0.4882
split 1,0.0,50.0,0.0,0.4798,0.0,50.0,0.0,0.4904
split 2,0.0,50.0,0.0,0.4867,0.0,50.0,0.0,0.4815
split 3,0.0,50.0,0.0,0.4783,0.0,50.0,0.0,0.5173
split 4,0.0,50.0,0.0,0.4832,0.0,50.0,0.0,0.5014
split 5,0.0,50.0,0.0,0.4886,0.0,50.0,0.0,0.4519
mean,0.0,50.0,0.0,0.4837,0.0,50.0,0.0,0.4885
std,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.02
