Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
5120,18.6111,18.6111,-22.8712,-41.6284,-7.04397
5248,19.2663,19.2663,-30.7493,24.8507,1.91527
4992,40.2682,40.2682,34.9745,3.72985,-0.61654
5056,39.236,39.236,25.7949,27.5346,0.248843
5152,35.7091,35.7091,9.43068,-7.33098,6.40393
5280,30.5983,30.5983,8.0798,28.3554,4.31863
5024,43.8023,43.8023,-9.74797,10.385,8.28781
5216,31.2305,31.2305,-3.48217,14.7206,8.04936
5088,24.6175,24.6175,-38.2607,45.5049,-6.64185
5136,30.9276,30.9276,-19.4599,25.3251,4.7388
5264,34.0789,34.0789,-24.9067,45.1945,-2.28102
5008,24.6514,24.6514,4.09187,39.0362,1.39112
5200,26.8795,26.8795,-3.36601,35.9779,3.16455
4944,36.9269,36.9269,7.41251,-15.1589,5.34826
5072,20.3881,20.3881,-0.638087,-0.393767,8.0144
5168,36.5474,36.5474,14.4998,-16.0591,3.91593
5296,31.8583,31.8583,-10.4426,-4.99478,8.31268
5232,28.1107,28.1107,18.5976,7.45644,4.6416
5104,35.2519,35.2519,-29.2398,-30.2127,-3.31494
5128,31.0295,31.0295,-25.4674,23.1305,3.67279
5256,25.7995,25.7995,-29.2911,15.2165,4.44272
5000,40.5993,40.5993,2.85269,-22.8827,3.98822
5192,39.2411,39.2411,-5.06771,-30.5978,1.92907
5064,26.0149,26.0149,25.8296,43.9887,-6.76444
5160,29.0588,29.0588,-12.5855,-10.1287,7.4198
5288,37.8852,37.8852,-14.689,-17.4738,5.54487
5032,32.8631,32.8631,-7.11958,17.2682,7.76128
5224,30.8042,30.8042,-39.2897,35.4526,-3.28955
5096,40.1074,40.1074,19.4103,39.267,-1.75245
5144,37.6129,37.6129,34.9594,31.1757,-4.52414
5272,32.6262,32.6262,8.33016,-36.4536,-1.54262
5016,25.0115,25.0115,23.0844,-0.657283,3.16133
5208,720.022,720.022,-50.9892,6.93176,-6.30291
4952,34.985,34.985,-13.2256,17.2379,7.30347
5080,37.4382,37.4382,20.0861,-25.2769,-0.104679
5176,44.6563,44.6563,39.8975,15.9346,-3.3329
5304,32.3437,32.3437,34.67,-21.8539,-4.63296
5048,39.1771,39.1771,-5.44659,0.295331,8.69075
5240,25.092,25.092,-33.925,38.5293,-2.20339
4984,23.4023,23.4023,-2.8533,57.5235,-6.58747
5112,30.6891,30.6891,1.60522,44.1564,-0.467508
5252,43.3394,43.3394,-29.6307,48.51,-4.43219
4996,21.4423,21.4423,-33.9221,-24.5992,-2.68818
5188,34.6437,34.6437,-2.5497,-39.5709,-2.34503
4932,7.33989,7.33989,-44.9255,-32.6266,-8.14332
5060,16.1942,16.1942,39.3213,-13.9306,-4.77398
5156,28.2771,28.2771,10.8014,19.5996,5.52561
5284,32.6032,32.6032,-14.2774,-43.1151,-5.87491
5028,42.2952,42.2952,-6.62038,-8.67759,7.69522
5220,17.5679,17.5679,-37.3366,-23.5835,-3.56981
4964,19.8613,19.8613,-8.07101,41.5897,1.28162
5092,26.1455,26.1455,-0.709926,33.9358,3.68503
5140,30.953,30.953,-20.3322,56.9379,-6.28344
5268,28.2512,28.2512,5.91586,54.5069,-6.52129
5012,32.5088,32.5088,33.9331,36.5463,-6.37883
5204,36.256,36.256,16.8631,17.9352,4.30179
4948,30.4926,30.4926,-17.7973,32.0773,3.2692
5076,48.0019,48.0019,-43.4527,5.87579,-0.892554
5172,35.4167,35.4167,13.1104,14.4637,5.44723
5300,31.7135,31.7135,26.789,-35.6705,-6.82662
5236,23.3042,23.3042,-1.09455,40.4753,1.42121
4980,26.3339,26.3339,-41.7256,-32.1702,-7.42129
5108,40.8411,40.8411,-31.4104,3.76041,4.53477
5132,37.0279,37.0279,-23.321,13.4051,6.19712
5260,25.1622,25.1622,5.6142,-19.6398,4.64477
5196,33.3683,33.3683,-4.58188,8.04517,8.25521
5068,30.205,30.205,14.7171,45.7267,-3.5816
5164,24.5095,24.5095,13.9025,-40.4033,-4.43171
5292,29.9121,29.9121,30.4183,-0.0118157,0.981463
5228,25.3496,25.3496,-34.8572,-13.8727,0.368931
5100,36.9674,36.9674,3.57811,-10.4486,6.59791
5148,19.2277,19.2277,-14.1829,-46.2235,-7.65033
5276,41.264,41.264,-19.1849,18.4463,6.09742
5020,27.7416,27.7416,10.6406,33.4173,2.33321
5212,36.9849,36.9849,-2.86451,-11.3073,6.99124
5084,27.808,27.808,27.1668,-17.9273,-0.283356
5180,24.8466,24.8466,37.2436,-7.84017,-2.39289
5308,24.3858,24.3858,-9.30834,51.3588,-2.7201
5244,30.4319,30.4319,28.0583,4.47068,1.8551
4988,30.8257,30.8257,-35.9,-28.4768,-4.69266
5116,42.5605,42.5605,4.9794,-40.3533,-3.31956
5122,29.5928,29.5928,-25.412,-29.0008,-1.33608
5250,34.121,34.121,-32.1927,43.5157,-3.37605
4994,21.4652,21.4652,-35.4577,33.9105,-1.60856
5186,37.0797,37.0797,16.2391,-29.677,-0.634434
4930,6.28898,6.28898,-5.16378,59.8268,-7.80588
5154,21.2427,21.2427,-13.6239,57.9384,-6.611
5282,20.9532,20.9532,-15.7875,-12.2181,6.65866
5026,28.8509,28.8509,-8.1772,-36.982,-1.11294
5218,32.2164,32.2164,-3.337,23.4235,6.7146
5090,19.6272,19.6272,18.4302,11.8326,4.55271
5138,36.3912,36.3912,7.40431,13.4741,6.49911
5266,23.3361,23.3361,-21.8729,-33.0562,-1.91447
5202,29.4466,29.4466,-4.83756,44.9149,-0.109002
4946,30.0747,30.0747,-25.8851,18.7813,4.62067
5074,33.7852,33.7852,-43.9792,-7.96386,-2.8483
5170,43.9905,43.9905,44.4803,2.80106,-6.02814
5298,29.6072,29.6072,-11.8696,44.1679,0.0450614
5234,29.7997,29.7997,1.58301,30.5587,4.49544
4978,28.9481,28.9481,15.9947,31.0593,1.98151
5106,30.4188,30.4188,-29.2792,-23.2503,-0.52158
5130,41.2282,41.2282,4.75166,47.8151,-2.66433
5258,30.6296,30.6296,28.4645,34.3033,-2.93808
5066,27.2089,27.2089,40.3247,-6.81329,-4.13091
5162,41.2114,41.2114,36.2054,-25.9912,-6.7494
5290,27.1971,27.1971,-14.4028,5.30234,8.73356
5226,46.7589,46.7589,2.33312,-34.5543,-0.205373
5098,32.8898,32.8898,37.2088,-1.28804,-1.93093
5146,15.3092,15.3092,-17.1069,54.3019,-4.56133
5274,37.9724,37.9724,-19.2536,4.82271,7.67702
5210,48.1283,48.1283,-0.805816,-27.3513,2.8094
4954,19.5487,19.5487,21.8181,30.0042,1.03554
5178,32.2928,32.2928,42.7007,11.1253,-4.57965
4922,5.93973,5.93973,-52.2678,33.7765,-7.76451
5306,43.0004,43.0004,-9.18312,29.4947,5.04903
5242,27.3831,27.3831,-35.3959,48.9712,-6.56505
4986,29.7148,29.7148,-0.189925,-44.1226,-5.22792
5114,42.5975,42.5975,-27.5655,-3.46596,5.61726
5126,31.3394,31.3394,4.77517,1.0153,7.26644
5254,35.8484,35.8484,-26.5651,-38.3918,-6.25348
4998,28.6707,28.6707,-31.5463,20.2337,2.6291
5190,26.876,26.876,-4.36164,-34.3388,0.235976
5286,38.0727,38.0727,10.0362,-31.0846,0.223812
5030,36.9903,36.9903,35.714,-15.2414,-3.30415
5222,29.7562,29.7562,-38.6603,-9.31219,-0.160724
5094,31.1859,31.1859,0.673017,53.0548,-4.6714
5142,34.052,34.052,-17.8417,-19.7561,4.21054
5270,38.3401,38.3401,-21.3672,-1.45446,7.14899
5014,32.372,32.372,-19.2302,-41.3181,-5.80337
5078,37.9302,37.9302,-2.4576,49.4006,-2.28104
5174,30.5551,30.5551,24.8585,-12.9766,1.46248
5046,31.8489,31.8489,-3.0248,-18.0634,5.68903
5134,27.2191,27.2191,-21.9559,36.8605,0.808456
5262,50.8311,50.8311,-24.8963,-11.04,4.7571
5006,40.4775,40.4775,-23.4502,52.0874,-4.45425
5198,39.7142,39.7142,14.2175,3.16137,5.53114
5070,30.7357,30.7357,16.2075,49.747,-6.51638
5294,22.0168,22.0168,-14.4082,47.5912,-1.4767
5230,26.2609,26.2609,-37.8198,11.3173,1.87021
4974,27.6284,27.6284,-5.898,54.7136,-4.50741
5102,23.0052,23.0052,-31.2883,-33.4861,-5.28438
5150,41.5754,41.5754,-14.8846,-2.02637,8.12294
5278,30.7423,30.7423,23.671,-21.4485,0.0161082
5022,28.1724,28.1724,30.3668,21.7757,-0.0542994
5214,20.9339,20.9339,-42.2526,-4.73374,-1.11493
4958,21.1278,21.1278,-11.4118,55.1108,-4.62112
5086,27.5096,27.5096,44.763,18.7682,-6.49217
5182,25.6372,25.6372,24.3009,5.30936,3.30433
5246,46.4081,46.4081,-30.9682,10.8754,4.51887
4990,28.8629,28.8629,0.842778,-15.8016,6.01429
5121,26.3638,26.3638,-23.3758,-35.8935,-4.03295
5249,25.0266,25.0266,4.64657,24.7169,5.89893
5057,20.0644,20.0644,-5.40091,39.3589,2.20136
5153,21.1496,21.1496,9.642,4.0808,6.54689
5281,38.4974,38.4974,-16.9407,-36.0555,-2.24055
5025,32.373,32.373,-10.0615,21.956,6.69223
5217,25.22,25.22,-41.0011,12.5247,0.0328766
5089,28.0877,28.0877,-34.2508,-35.2857,-6.83283
5137,18.2265,18.2265,-21.3768,41.4258,-0.473575
5265,32.1623,32.1623,5.77376,34.557,2.89566
5009,33.3595,33.3595,35.6909,20.1697,-2.00785
5201,24.0001,24.0001,-46.3051,-26.1659,-6.99789
5169,42.1983,42.1983,12.765,-11.1395,5.00899
4913,18.6206,18.6206,46.4041,14.3388,-7.24426
5297,21.9061,21.9061,10.8263,53.3981,-6.96497
5233,24.8477,24.8477,29.112,-10.3891,0.524202
5105,36.705,36.705,21.3765,-39.1201,-6.64794
5129,35.0228,35.0228,21.419,19.1854,3.0483
5257,37.3029,37.3029,-27.1359,30.2652,1.34691
5193,27.7128,27.7128,16.9605,-20.1911,2.13369
4937,32.6439,32.6439,-40.5416,41.1264,-5.95232
5065,19.8668,19.8668,-43.5053,-18.1836,-4.7762
5289,32.7159,32.7159,10.7772,-21.53,3.36386
5225,37.8887,37.8887,28.7007,-23.02,-2.22226
5097,29.3712,29.3712,-33.3792,-20.0411,-0.961899
5145,36.8337,36.8337,-17.2638,42.0512,0.0555175
5273,39.6177,39.6177,-18.3372,-29.6783,0.47071
5017,40.7955,40.7955,-14.5842,-26.4953,2.71169
