,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5639,0.0,50.0,0.0,0.4771
split 1,0.0,50.0,0.0,0.5246,0.0,50.0,0.0,0.4296
split 2,0.0,50.0,0.0,0.5369,0.0,50.0,0.0,0.5304
split 3,0.0,50.0,0.0,0.5204,0.0,50.0,0.0,0.4545
split 4,0.0,50.0,0.0,0.5175,0.0,50.0,0.0,0.5247
split 5,3.13,50.63,82.75,0.5155,0.0,49.11,0.0,0.411
mean,0.52,50.11,13.79,0.5298,0.0,49.85,0.0,0.4712
std,1.17,0.24,30.84,0.0167,0.0,0.33,0.0,0.0448
