,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5744,0.0,50.0,0.0,0.4886
split 1,0.0,50.0,0.0,0.6089,0.0,50.0,0.0,0.4501
split 2,0.0,50.0,0.0,0.6116,0.0,50.0,0.0,0.4726
split 3,0.0,50.0,0.0,0.5871,0.0,50.0,0.0,0.5729
split 4,0.0,50.0,0.0,0.5907,0.0,50.0,0.0,0.5118
split 5,0.0,50.0,0.0,0.6137,0.0,50.0,0.0,0.4713
mean,0.0,50.0,0.0,0.5977,0.0,50.0,0.0,0.4945
std,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0397
