,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4776,0.0,50.0,0.0,0.4692
split 1,0.0,50.0,0.0,0.4661,0.0,50.0,0.0,0.4749
split 2,0.0,50.0,0.0,0.4743,0.0,50.0,0.0,0.466
split 3,0.0,50.0,0.0,0.4483,0.0,50.0,0.0,0.5356
split 4,0.0,50.0,0.0,0.4772,0.0,50.0,0.0,0.4533
split 5,0.0,50.0,0.0,0.4814,0.0,50.0,0.0,0.3913
mean,0.0,50.0,0.0,0.4708,0.0,50.0,0.0,0.4651
std,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0422
