,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6144,0.0,50.0,0.0,0.4815
split 1,0.0,50.0,0.0,0.6103,0.0,50.0,0.0,0.4279
split 2,0.0,50.0,0.0,0.6173,0.0,50.0,0.0,0.5318
split 3,0.0,50.0,0.0,0.6008,0.0,50.0,0.0,0.5319
split 4,0.0,50.0,0.0,0.5929,0.0,50.0,0.0,0.4551
split 5,0.0,50.0,0.0,0.5863,0.0,50.0,0.0,0.5068
mean,0.0,50.0,0.0,0.6037,0.0,50.0,0.0,0.4892
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0386
