,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5557,0.0,50.0,0.0,0.4713
split 1,0.0,50.0,0.0,0.5381,0.0,50.0,0.0,0.5381
split 2,0.0,50.0,0.0,0.5472,0.0,50.0,0.0,0.5333
split 3,0.0,50.0,0.0,0.5351,0.0,50.0,0.0,0.5357
split 4,0.0,50.0,0.0,0.5439,0.0,50.0,0.0,0.5364
split 5,0.0,50.0,0.0,0.5444,0.0,50.0,0.0,0.4347
mean,0.0,50.0,0.0,0.5441,0.0,50.0,0.0,0.5083
std,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0405
