,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.35,49.23,30.86,34.96,41.18,45.93,36.75,51.11,49.92,0.6377,25.8,46.67,10.8,19.91,32.85,31.3,33.38,27.69,32.84,0.5329
split 1,38.0,50.08,27.38,36.54,41.0,43.67,38.01,46.92,46.1,0.6253,30.04,47.21,18.42,24.5,35.02,35.42,34.59,33.33,38.34,0.5279
split 2,40.19,51.5,34.03,35.02,42.84,46.23,39.05,51.13,48.5,0.6353,31.39,29.51,29.09,35.55,31.59,32.08,27.88,35.57,32.79,0.5151
split 3,41.18,51.2,33.92,38.43,43.44,46.88,39.22,52.07,49.35,0.6376,31.19,34.84,25.75,32.99,31.62,31.59,31.16,30.96,32.66,0.482
split 4,36.36,51.15,22.89,35.04,41.09,47.41,37.11,53.23,51.87,0.6291,24.5,46.62,6.38,20.5,33.24,41.7,32.64,59.22,33.24,0.5196
split 5,39.68,50.6,28.57,39.85,42.54,46.55,38.27,51.44,49.94,0.6286,34.54,41.8,34.73,27.09,35.85,36.83,33.54,39.86,37.09,0.5246
mean,38.96,50.63,29.61,36.64,42.02,46.11,38.07,50.98,49.28,0.6323,29.58,41.11,20.86,26.76,33.36,34.82,32.2,37.77,34.5,0.517
std,1.58,0.78,3.89,1.9,0.96,1.19,0.91,1.96,1.75,0.0048,3.44,6.74,10.01,5.88,1.6,3.7,2.19,10.3,2.32,0.0167
