,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5229,0.0,50.0,0.0,0.5089
split 1,0.0,50.0,0.0,0.5324,0.0,50.0,0.0,0.4546
split 2,0.0,50.0,0.0,0.5282,0.0,50.0,0.0,0.4575
split 3,0.0,50.0,0.0,0.4853,0.0,50.0,0.0,0.4399
split 4,0.0,50.0,0.0,0.519,0.0,50.0,0.0,0.477
split 5,0.0,50.0,0.0,0.5163,0.0,50.0,0.0,0.4878
mean,0.0,50.0,0.0,0.5173,0.0,50.0,0.0,0.471
std,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.023
