,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.483,0.0,50.0,0.0,0.5351
split 1,0.0,50.0,0.0,0.5124,0.0,50.0,0.0,0.4922
split 2,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.4751
split 3,0.0,50.0,0.0,0.5066,0.0,50.0,0.0,0.4995
split 4,0.0,50.0,0.0,0.5035,0.0,50.0,0.0,0.5345
split 5,0.0,50.0,0.0,0.5011,0.0,50.0,0.0,0.4244
mean,0.0,50.0,0.0,0.5008,0.0,50.0,0.0,0.4935
std,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0378
