,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5021,0.0,50.0,0.0,0.5136
split 1,0.0,50.0,0.0,0.4884,0.0,50.0,0.0,0.5553
split 2,0.0,50.0,0.0,0.5145,0.0,50.0,0.0,0.5073
split 3,0.0,50.0,0.0,0.5221,0.0,50.0,0.0,0.5363
split 4,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.4433
split 5,0.0,50.0,0.0,0.524,0.0,50.0,0.0,0.4621
mean,0.0,50.0,0.0,0.5081,0.0,50.0,0.0,0.503
std,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0392
