,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.476,0.0,50.0,0.0,0.5319
split 1,0.0,50.0,0.0,0.4896,0.0,50.0,0.0,0.509
split 2,0.0,50.0,0.0,0.4956,0.0,50.0,0.0,0.4703
split 3,0.0,50.0,0.0,0.4906,0.0,50.0,0.0,0.4961
split 4,0.0,50.0,0.0,0.4999,0.0,50.0,0.0,0.4687
split 5,0.0,50.0,0.0,0.5055,0.0,50.0,0.0,0.5375
mean,0.0,50.0,0.0,0.4929,0.0,50.0,0.0,0.5023
std,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.027
