,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5507,0.0,50.0,0.0,0.4392
split 1,0.0,50.0,0.0,0.4818,0.0,50.0,0.0,0.441
split 2,0.0,50.0,0.0,0.5177,0.0,50.0,0.0,0.4923
split 3,0.0,50.0,0.0,0.5375,0.0,50.0,0.0,0.4818
split 4,0.0,50.0,0.0,0.5134,0.0,50.0,0.0,0.5691
split 5,0.0,50.0,0.0,0.5295,0.0,50.0,0.0,0.5124
mean,0.0,50.0,0.0,0.5217,0.0,50.0,0.0,0.4893
std,0.0,0.0,0.0,0.0217,0.0,0.0,0.0,0.0444
