,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5173,0.0,50.0,0.0,0.4905
split 1,0.0,50.0,0.0,0.4813,0.0,50.0,0.0,0.4805
split 2,0.0,50.0,0.0,0.5191,0.0,50.0,0.0,0.5198
split 3,0.0,50.0,0.0,0.4754,0.0,50.0,0.0,0.5137
split 4,0.0,50.0,0.0,0.4783,0.0,50.0,0.0,0.5251
split 5,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.3905
mean,0.0,50.0,0.0,0.4938,0.0,50.0,0.0,0.4867
std,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,0.0458
