,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5551,0.0,50.0,0.0,0.4608
split 1,0.0,50.0,0.0,0.5531,0.0,50.0,0.0,0.428
split 2,0.0,50.0,0.0,0.5084,0.0,50.0,0.0,0.4841
split 3,0.0,50.0,0.0,0.5189,0.0,50.0,0.0,0.4931
split 4,0.0,50.0,0.0,0.5074,0.0,50.0,0.0,0.5133
split 5,0.0,50.0,0.0,0.5141,0.0,50.0,0.0,0.4984
mean,0.0,50.0,0.0,0.5262,0.0,50.0,0.0,0.4796
std,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.028
