,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.52,50.31,2.4,5.86,34.23,42.88,33.8,45.62,49.23,0.5808,17.16,50.17,0.0,1.31,33.55,44.49,33.48,0.0,100.0,0.5371
split 1,17.25,50.09,1.32,0.33,33.52,39.42,33.44,58.64,26.17,0.5769,18.13,49.92,4.48,0.0,33.62,31.56,33.43,61.26,0.0,0.5463
split 2,19.06,50.33,2.77,4.08,34.18,47.35,33.74,52.46,55.85,0.5824,17.3,49.37,0.0,2.54,32.71,16.79,33.14,0.0,17.23,0.5343
split 3,17.33,50.06,1.94,0.0,33.56,30.92,33.42,59.34,0.0,0.5904,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5
split 4,17.99,50.18,2.45,1.35,33.79,45.69,33.56,52.21,51.29,0.5781,16.55,49.66,0.0,0.0,33.03,11.04,33.13,0.0,0.0,0.5509
split 5,17.03,50.07,0.35,0.68,33.41,32.32,33.43,33.96,29.56,0.5741,18.36,50.13,4.94,0.0,33.87,44.52,33.55,100.0,0.0,0.5684
mean,18.03,50.17,1.87,2.05,33.78,39.76,33.56,50.37,35.35,0.5804,17.36,49.87,1.57,0.64,33.35,26.59,33.34,26.88,19.54,0.5395
std,0.95,0.11,0.82,2.16,0.32,6.27,0.15,8.65,19.3,0.0052,0.68,0.28,2.22,0.97,0.38,14.4,0.16,39.62,36.53,0.0208
