,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,3.44,50.69,82.09,0.5488,2.69,50.48,77.12,0.5118
split 1,2.28,50.47,83.8,0.5585,8.22,51.43,74.59,0.4751
split 2,4.06,50.79,80.68,0.5456,0.0,50.0,0.0,0.5075
split 3,3.65,50.75,83.64,0.5558,2.12,50.3,69.0,0.5295
split 4,3.72,50.74,81.54,0.5518,0.0,50.0,0.0,0.5279
split 5,0.0,50.0,0.0,0.5542,0.0,50.0,0.0,0.5036
mean,2.86,50.57,68.63,0.5525,2.17,50.37,36.78,0.5092
std,1.39,0.28,30.71,0.0043,2.91,0.51,36.86,0.0181
