,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5288,0.0,50.0,0.0,0.515
split 1,0.0,50.0,0.0,0.5446,0.0,50.0,0.0,0.542
split 2,0.0,50.0,0.0,0.522,0.0,50.0,0.0,0.5486
split 3,0.0,50.0,0.0,0.5294,0.0,50.0,0.0,0.5351
split 4,0.0,50.0,0.0,0.5624,0.0,50.0,0.0,0.4429
split 5,0.0,50.0,0.0,0.5106,0.0,50.0,0.0,0.5713
mean,0.0,50.0,0.0,0.533,0.0,50.0,0.0,0.5258
std,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0407
