,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5651,0.0,50.0,0.0,0.5253
split 1,0.0,50.0,0.0,0.5754,0.0,50.0,0.0,0.5286
split 2,0.0,50.0,0.0,0.5737,0.0,50.0,0.0,0.467
split 3,0.0,50.0,0.0,0.599,0.0,50.0,0.0,0.4613
split 4,0.0,50.0,0.0,0.572,0.0,50.0,0.0,0.4835
split 5,0.0,50.0,0.0,0.5711,0.0,50.0,0.0,0.4715
mean,0.0,50.0,0.0,0.576,0.0,50.0,0.0,0.4895
std,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0273
