,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5823,0.0,50.0,0.0,0.5326
split 1,0.0,50.0,0.0,0.6029,0.0,50.0,0.0,0.491
split 2,0.0,50.0,0.0,0.5988,0.0,50.0,0.0,0.4964
split 3,0.0,50.0,0.0,0.5966,0.0,50.0,0.0,0.5179
split 4,0.0,50.0,0.0,0.602,0.0,50.0,0.0,0.3903
split 5,0.0,50.0,0.0,0.5961,0.0,50.0,0.0,0.5477
mean,0.0,50.0,0.0,0.5964,0.0,50.0,0.0,0.496
std,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0511
