,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5476,0.0,50.0,0.0,0.4867
split 1,0.0,50.0,0.0,0.5264,0.0,50.0,0.0,0.5262
split 2,0.0,50.0,0.0,0.5336,0.0,50.0,0.0,0.5185
split 3,0.0,50.0,0.0,0.5315,0.0,50.0,0.0,0.5344
split 4,0.0,50.0,0.0,0.5151,0.0,50.0,0.0,0.427
split 5,0.0,50.0,0.0,0.5079,0.0,50.0,0.0,0.5217
mean,0.0,50.0,0.0,0.527,0.0,50.0,0.0,0.5024
std,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0369
