,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5344,0.0,50.0,0.0,0.501
split 1,0.0,50.0,0.0,0.5293,0.0,50.0,0.0,0.5085
split 2,0.0,50.0,0.0,0.5364,0.0,50.0,0.0,0.4665
split 3,0.0,50.0,0.0,0.5257,0.0,50.0,0.0,0.5027
split 4,0.0,50.0,0.0,0.5338,0.0,50.0,0.0,0.5433
split 5,0.0,50.0,0.0,0.5242,0.0,50.0,0.0,0.4882
mean,0.0,50.0,0.0,0.5306,0.0,50.0,0.0,0.5017
std,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0231
