,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4532,0.0,50.0,0.0,0.5037
split 1,0.0,50.0,0.0,0.4598,0.0,50.0,0.0,0.4771
split 2,0.0,50.0,0.0,0.4669,0.0,50.0,0.0,0.4516
split 3,0.0,50.0,0.0,0.4751,0.0,50.0,0.0,0.4169
split 4,0.0,50.0,0.0,0.4645,0.0,50.0,0.0,0.4467
split 5,0.0,50.0,0.0,0.4574,0.0,50.0,0.0,0.5124
mean,0.0,50.0,0.0,0.4628,0.0,50.0,0.0,0.4681
std,0.0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0333
